Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Source_Station,Log_Date,Hour_Of_Day,Total_Time_Hours,Availability (%),Is_High_CPU,Is_High_Memory,Is_High_Disk_IO,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone
Station2_LOG01020,SRV005,CL-3,2025-08-02 01:12:00,13.77,62.17,9.58,28.67,24.66,620.84,9.83,Station2,2025-08-02,1,630.6700000000001,98.44134016204987,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01021,SRV029,CL-2,2025-08-01 19:21:00,45.45,36.36,12.46,1.19,7.89,439.55,4.8,Station2,2025-08-01,19,444.35,98.91977045122088,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01022,SRV028,CL-2,2025-08-02 06:17:00,52.24,40.22,25.49,15.66,10.61,998.69,2.75,Station2,2025-08-02,6,1001.44,99.72539543057997,False,False,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01023,SRV084,CL-9,2025-08-01 11:55:00,77.14,47.7,23.35,25.26,20.53,319.33,1.81,Station2,2025-08-01,11,321.14,99.43638288596873,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01024,SRV063,CL-10,2025-08-02 22:50:00,55.43,68.25,36.21,28.44,6.02,944.11,3.82,Station2,2025-08-02,22,947.9300000000001,99.59701665734812,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01025,SRV074,CL-3,2025-08-01 01:37:00,57.82,47.8,67.57,23.71,24.26,826.16,1.03,Station2,2025-08-01,1,827.1899999999999,99.87548205369988,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01026,SRV035,CL-6,2025-08-02 14:48:00,76.87,61.84,79.47,3.05,13.27,999.49,0.31,Station2,2025-08-02,14,999.8,99.96899379875975,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01027,SRV032,CL-4,2025-08-01 00:23:00,69.46,60.99,52.82,3.04,13.52,219.63,6.98,Station2,2025-08-01,0,226.60999999999999,96.91981818984158,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01028,SRV034,CL-6,2025-08-02 05:17:00,76.39,65.07,45.11,9.14,4.91,387.97,9.83,Station2,2025-08-02,5,397.8,97.52890899949725,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01029,SRV063,CL-10,2025-08-02 06:54:00,81.43,55.75,30.65,27.31,24.67,642.31,3.87,Station2,2025-08-02,6,646.18,99.40109566993716,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01030,SRV032,CL-4,2025-08-02 17:18:00,78.05,55.57,15.8,6.61,20.51,283.3,0.9,Station2,2025-08-02,17,284.2,99.68332160450389,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01031,SRV005,CL-3,2025-08-01 02:01:00,14.14,26.97,69.93,4.58,9.3,209.88,1.1,Station2,2025-08-01,2,210.98,99.47862356621481,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01032,SRV036,CL-9,2025-08-02 14:29:00,70.12,57.96,75.71,26.61,12.18,152.58,8.42,Station2,2025-08-02,14,161.0,94.77018633540374,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01033,SRV086,CL-4,2025-08-01 05:14:00,85.15,31.95,54.39,18.6,6.72,486.18,0.12,Station2,2025-08-01,5,486.3,99.97532387415175,True,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01034,SRV020,CL-9,2025-08-02 03:42:00,36.07,41.64,12.78,26.86,10.99,591.69,3.86,Station2,2025-08-02,3,595.5500000000001,99.3518596255562,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01035,SRV094,CL-8,2025-08-02 13:54:00,44.67,48.9,46.76,13.7,24.73,224.52,7.43,Station2,2025-08-02,13,231.95000000000002,96.79672343177408,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG01036,SRV035,CL-6,2025-08-01 11:48:00,35.88,41.34,59.88,2.8,18.11,595.29,6.22,Station2,2025-08-01,11,601.51,98.96593572841681,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01037,SRV096,CL-4,2025-08-01 22:09:00,59.67,70.42,51.83,27.65,17.6,931.61,0.91,Station2,2025-08-01,22,932.52,99.90241496160941,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01038,SRV096,CL-4,2025-08-01 13:06:00,38.83,50.83,67.27,1.61,2.43,607.44,2.77,Station2,2025-08-01,13,610.21,99.54605791448846,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01039,SRV029,CL-2,2025-08-02 10:38:00,65.69,46.36,9.77,16.12,14.17,497.27,4.16,Station2,2025-08-02,10,501.43,99.1703727339808,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01040,SRV084,CL-9,2025-08-01 12:30:00,55.45,62.26,56.07,7.12,20.16,198.67,0.6,Station2,2025-08-01,12,199.26999999999998,99.69890098860841,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01041,SRV043,CL-8,2025-08-01 17:20:00,21.56,56.87,34.29,27.98,0.92,152.1,4.29,Station2,2025-08-01,17,156.39,97.2568578553616,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01042,SRV043,CL-8,2025-08-02 00:13:00,36.71,56.58,63.08,7.89,2.53,232.55,0.5,Station2,2025-08-02,0,233.05,99.78545376528642,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01043,SRV070,CL-1,2025-08-01 16:45:00,72.2,25.51,35.59,16.58,7.26,977.98,4.33,Station2,2025-08-01,16,982.3100000000001,99.55920228848326,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01044,SRV086,CL-4,2025-08-01 10:41:00,80.86,65.5,38.32,17.24,21.87,538.49,1.27,Station2,2025-08-01,10,539.76,99.76471024158886,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01045,SRV011,CL-7,2025-08-02 08:52:00,94.37,64.76,37.85,3.74,10.14,869.39,2.39,Station2,2025-08-02,8,871.78,99.7258482644704,True,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01046,SRV001,CL-8,2025-08-02 21:07:00,35.6,38.51,19.14,19.23,24.81,699.95,0.46,Station2,2025-08-02,21,700.4100000000001,99.9343241815508,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01047,SRV023,CL-1,2025-08-01 06:39:00,62.41,29.62,71.6,21.36,24.92,176.13,6.05,Station2,2025-08-01,6,182.18,96.67910857393785,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01048,SRV026,CL-2,2025-08-02 17:59:00,27.68,67.17,14.0,13.12,21.98,839.44,8.54,Station2,2025-08-02,17,847.98,98.9929007759617,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01049,SRV054,CL-9,2025-08-01 05:29:00,15.92,83.91,73.44,22.42,12.11,794.45,4.39,Station2,2025-08-01,5,798.84,99.45045315707776,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01050,SRV073,CL-3,2025-08-02 12:31:00,25.25,83.49,24.93,5.95,18.56,810.19,5.13,Station2,2025-08-02,12,815.32,99.37079919540794,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01051,SRV084,CL-9,2025-08-02 20:34:00,56.78,57.49,29.79,7.27,6.45,675.76,2.13,Station2,2025-08-02,20,677.89,99.68578972989718,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01052,SRV032,CL-4,2025-08-02 14:27:00,63.65,38.07,31.64,13.97,14.37,948.78,2.68,Station2,2025-08-02,14,951.4599999999999,99.71832762281126,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01053,SRV046,CL-7,2025-08-01 19:50:00,85.58,59.76,26.42,2.94,4.65,920.71,2.59,Station2,2025-08-01,19,923.3000000000001,99.71948445792268,True,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01054,SRV029,CL-2,2025-08-02 10:43:00,92.0,80.39,49.85,19.68,8.34,205.96,0.59,Station2,2025-08-02,10,206.55,99.71435487775356,True,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01055,SRV045,CL-2,2025-08-02 05:07:00,74.54,54.96,75.31,7.41,5.02,654.64,2.65,Station2,2025-08-02,5,657.29,99.59682940558963,False,False,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01056,SRV082,CL-10,2025-08-02 14:54:00,63.03,22.95,42.96,6.62,12.09,735.49,4.97,Station2,2025-08-02,14,740.46,99.32879561353752,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG01057,SRV091,CL-2,2025-08-01 19:47:00,60.17,27.61,55.78,5.56,7.25,267.82,7.68,Station2,2025-08-01,19,275.5,97.21234119782214,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01058,SRV032,CL-4,2025-08-02 15:43:00,85.7,26.05,62.76,10.0,5.79,210.49,2.98,Station2,2025-08-02,15,213.47,98.60401930013586,True,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01059,SRV011,CL-7,2025-08-01 06:46:00,38.91,52.4,53.12,24.16,16.19,144.28,2.15,Station2,2025-08-01,6,146.43,98.53172164174008,False,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01060,SRV017,CL-6,2025-08-02 13:27:00,17.89,81.51,57.28,29.6,18.7,300.54,9.23,Station2,2025-08-02,13,309.77000000000004,97.02036995189978,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG01061,SRV067,CL-5,2025-08-02 08:20:00,46.87,25.28,33.77,25.74,14.79,470.91,2.39,Station2,2025-08-02,8,473.3,99.49503486160998,False,False,False,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01062,SRV082,CL-10,2025-08-02 08:15:00,49.96,50.11,74.16,22.85,1.65,978.49,0.21,Station2,2025-08-02,8,978.7,99.97854296515786,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG01063,SRV094,CL-8,2025-08-01 08:47:00,35.48,60.68,68.61,4.31,5.71,344.84,6.62,Station2,2025-08-01,8,351.46,98.11642861207534,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG01064,SRV091,CL-2,2025-08-01 08:01:00,49.01,75.28,78.04,17.81,21.98,642.3,9.81,Station2,2025-08-01,8,652.1099999999999,98.49565257395226,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01065,SRV012,CL-3,2025-08-02 08:25:00,30.25,78.09,69.12,28.45,22.63,806.54,9.82,Station2,2025-08-02,8,816.36,98.79709931892792,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01066,SRV010,CL-4,2025-08-02 14:55:00,42.88,32.1,37.07,15.16,16.32,556.42,1.07,Station2,2025-08-02,14,557.49,99.80806830615795,False,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01067,SRV073,CL-3,2025-08-01 16:52:00,51.77,76.41,70.87,1.16,9.93,296.16,5.23,Station2,2025-08-01,16,301.39000000000004,98.26470685822356,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01068,SRV048,CL-9,2025-08-01 09:02:00,32.53,65.34,31.79,19.99,22.4,562.98,7.8,Station2,2025-08-01,9,570.78,98.6334489645748,False,False,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01069,SRV012,CL-3,2025-08-02 06:03:00,16.52,61.91,19.71,28.19,19.51,810.71,8.76,Station2,2025-08-02,6,819.47,98.93101638864144,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01070,SRV074,CL-3,2025-08-02 09:06:00,35.75,55.86,27.34,11.63,24.53,600.27,2.93,Station2,2025-08-02,9,603.1999999999999,99.51425729442973,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01071,SRV070,CL-1,2025-08-01 21:48:00,89.35,26.69,43.19,27.33,12.8,853.13,7.84,Station2,2025-08-01,21,860.97,99.0893991660569,True,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01072,SRV086,CL-4,2025-08-02 03:21:00,57.36,57.16,43.83,29.27,17.71,801.21,3.76,Station2,2025-08-02,3,804.97,99.53290184727382,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01073,SRV046,CL-7,2025-08-01 20:24:00,12.34,54.235,31.14,25.61,18.63,470.24,2.88,Station2,2025-08-01,20,473.12,99.39127494081839,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01074,SRV054,CL-9,2025-08-01 02:37:00,42.68,56.49,44.65,10.51,6.05,829.41,7.51,Station2,2025-08-01,2,836.92,99.10266214214023,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01075,SRV046,CL-7,2025-08-02 18:08:00,49.73,54.27,39.94,4.38,16.07,690.56,2.74,Station2,2025-08-02,18,693.3,99.60478869176403,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01076,SRV005,CL-3,2025-08-02 12:22:00,57.87,51.35,62.42,9.1,2.14,144.7,3.68,Station2,2025-08-02,12,148.38,97.51988138563148,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01077,SRV063,CL-10,2025-08-02 21:35:00,20.01,28.35,10.03,13.33,11.88,454.32,8.53,Station2,2025-08-02,21,462.84999999999997,98.15707032515934,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01078,SRV028,CL-2,2025-08-01 12:26:00,25.93,62.79,28.53,10.57,14.54,150.29,9.45,Station2,2025-08-01,12,159.73999999999998,94.08413672217354,False,False,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01079,SRV084,CL-9,2025-08-02 02:06:00,26.89,46.83,57.25,14.98,8.93,214.87,4.36,Station2,2025-08-02,2,219.23000000000002,98.01122109200384,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01080,SRV040,CL-6,2025-08-02 11:40:00,36.98,25.25,31.37,14.4,16.3,667.43,9.79,Station2,2025-08-02,11,677.2199999999999,98.55438409970174,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01081,SRV041,CL-10,2025-08-01 18:31:00,38.12,62.13,36.37,29.77,1.63,307.99,8.91,Station2,2025-08-01,18,316.90000000000003,97.18838750394445,False,False,False,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01082,SRV036,CL-9,2025-08-01 22:23:00,93.22,39.92,38.16,26.12,6.48,938.74,8.59,Station2,2025-08-01,22,947.33,99.09324100366292,True,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01083,SRV035,CL-6,2025-08-02 16:30:00,79.74,38.15,53.22,4.5,21.95,179.21,2.62,Station2,2025-08-02,16,181.83,98.55909365891216,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01084,SRV077,CL-1,2025-08-02 21:16:00,30.71,38.28,63.26,29.26,22.12,853.82,9.09,Station2,2025-08-02,21,862.9100000000001,98.94658770903106,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01085,SRV035,CL-6,2025-08-02 10:53:00,54.41,84.12,39.51,26.45,20.43,627.21,7.36,Station2,2025-08-02,10,634.57,98.84015947807177,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01086,SRV016,CL-2,2025-08-02 12:53:00,31.09,24.23,24.18,17.25,11.95,287.67,7.5,Station2,2025-08-02,12,295.17,97.4590913710743,False,False,False,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01087,SRV035,CL-6,2025-08-01 02:16:00,76.28,79.12,49.87,28.92,23.34,327.13,1.4,Station2,2025-08-01,2,328.53,99.57385931269596,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01088,SRV046,CL-7,2025-08-01 17:56:00,47.28,27.42,64.27,4.52,4.29,246.36,4.1,Station2,2025-08-01,17,250.46,98.36301205781362,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01089,SRV096,CL-4,2025-08-02 01:34:00,84.73,27.63,74.64,19.55,16.65,676.63,9.22,Station2,2025-08-02,1,685.85,98.6556827294598,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01090,SRV031,CL-7,2025-08-01 04:28:00,50.44,68.01,44.3,6.23,13.74,124.53,2.18,Station2,2025-08-01,4,126.71000000000001,98.27953594822823,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01091,SRV078,CL-1,2025-08-01 17:56:00,73.18,73.04,58.02,6.47,4.32,245.88,0.78,Station2,2025-08-01,17,246.66,99.68377523716858,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01092,SRV005,CL-3,2025-08-01 17:07:00,25.07,70.96,16.21,18.27,5.03,344.1,6.39,Station2,2025-08-01,17,350.49,98.17683814088848,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01093,SRV050,CL-1,2025-08-01 12:15:00,35.88,75.61,10.05,17.28,8.44,912.74,3.84,Station2,2025-08-01,12,916.58,99.58105129939557,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01094,SRV020,CL-9,2025-08-02 17:33:00,88.2,64.17,50.4,2.38,16.25,560.01,5.62,Station2,2025-08-02,17,565.63,99.00641762282764,True,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01095,SRV089,CL-1,2025-08-01 21:50:00,55.42,83.77,7.85,22.39,7.54,173.15,1.37,Station2,2025-08-01,21,174.52,99.21498968599587,False,False,False,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01096,SRV070,CL-1,2025-08-02 08:33:00,30.07,20.47,72.37,11.92,5.92,371.59,0.47,Station2,2025-08-02,8,372.06,99.87367628877062,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01097,SRV031,CL-7,2025-08-02 05:04:00,31.88,68.81,74.08,19.94,7.51,774.16,8.54,Station2,2025-08-02,5,782.6999999999999,98.90890507218603,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01098,SRV036,CL-9,2025-08-02 03:37:00,20.91,64.58,71.49,22.49,13.89,716.27,1.79,Station2,2025-08-02,3,718.06,99.75071721026099,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01099,SRV020,CL-9,2025-08-02 10:38:00,68.63,65.03,10.18,21.11,15.69,200.88,9.55,Station2,2025-08-02,10,210.43,95.46167371572494,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01100,SRV096,CL-4,2025-08-02 08:24:00,63.88,80.78,25.89,7.57,7.39,759.06,1.51,Station2,2025-08-02,8,760.5699999999999,99.80146469095547,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01101,SRV084,CL-9,2025-08-02 06:53:00,72.53,57.8,64.02,5.05,7.88,702.07,0.25,Station2,2025-08-02,6,702.32,99.96440369062536,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01102,SRV046,CL-7,2025-08-02 07:29:00,53.01,54.2,15.76,20.02,3.13,487.32,1.73,Station2,2025-08-02,7,489.05,99.64625293937225,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01103,SRV066,CL-9,2025-08-01 01:35:00,83.86,55.51,46.34,12.61,7.89,236.21,3.22,Station2,2025-08-01,1,239.43,98.65513928914505,False,False,False,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01104,SRV054,CL-9,2025-08-01 23:20:00,32.47,71.2,16.2,17.3,7.25,148.2,8.64,Station2,2025-08-01,23,156.83999999999997,94.49120122417752,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01105,SRV032,CL-4,2025-08-01 13:01:00,42.57,53.28,11.72,3.9,22.37,814.33,1.9,Station2,2025-08-01,13,816.23,99.76722247405756,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01106,SRV031,CL-7,2025-08-01 19:21:00,23.48,56.11,75.74,26.43,22.44,656.09,4.59,Station2,2025-08-01,19,660.6800000000001,99.30526124598897,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01107,SRV045,CL-2,2025-08-02 07:50:00,22.44,65.18,9.84,13.83,13.85,898.29,4.98,Station2,2025-08-02,7,903.27,99.44866983294031,False,False,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01108,SRV031,CL-7,2025-08-01 04:50:00,93.1,46.51,78.7,0.75,17.16,994.17,6.16,Station2,2025-08-01,4,1000.3299999999999,99.38420321293974,True,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01109,SRV084,CL-9,2025-08-02 08:16:00,85.07,43.84,19.98,7.02,5.78,752.7,6.23,Station2,2025-08-02,8,758.9300000000001,99.17910742756249,True,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01110,SRV013,CL-2,2025-08-01 23:30:00,27.08,82.35,32.29,24.51,24.11,100.82,4.44,Station2,2025-08-01,23,105.25999999999999,95.7818734562037,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01111,SRV043,CL-8,2025-08-02 03:22:00,57.87,41.21,5.24,16.09,20.34,433.58,9.99,Station2,2025-08-02,3,443.57,97.74781883355502,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
